"取引No","取引日","借方勘定科目","借方補助科目","借方部門","借方取引先","借方税区分","借方インボイス","借方金額(円)","貸方勘定科目","貸方補助科目","貸方部門","貸方取引先","貸方税区分","貸方インボイス","貸方金額(円)","摘要","タグ","メモ"
"9","2025/10/31","普通預金","","","","対象外","","68512","売掛金","","","","対象外","","68512","No.183 株式会社ショクリュー・WEBサイト保守","",""
"10","2025/10/31","売上高","","","","課税売上 10%","","253440","売掛金","","","","対象外","","253440","No.184 InnoJin株式会社・【2025/9月分】眼科用デジタル治療プラットフォームの運用保守にかかる業務","",""
"11","2025/10/31","普通預金","","","","対象外","","4698144","売掛金","","","","対象外","","4698144","No.185 InnoJin株式会社・【2025年9月分】眼科用デジタル治療プラットフォームの開発にかかる業務","",""
"12","2025/10/31","普通預金","","","","対象外","","114170","売掛金","","","","対象外","","114170","No.186 株式会社テシード・9月分システム保守費用","",""
"47","2025/10/31","長期借入金","公庫/＠125,000円","","","対象外","","125000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","126798","出金 セイサクコウコ(コク)","",""
"47","2025/10/31","支払利息","公庫/＠125,000円","","","対象外","","1798","","","","","","","","出金 セイサクコウコ(コク)","",""
"66","2025/10/31","未払費用","社会保険料","","","対象外","","368096","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","368096","出金 シヤカイホケンリヨウ","",""
"67","2025/10/31","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","68512","売掛金","㈱ショクリュー","","","対象外","","68512","振込入金 カ)シヨクリユ-","",""
"68","2025/10/31","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","1579776","売掛金","西村あさひ法律事務所","","","対象外","","1579776","振込入金 ニシムラアサヒホウリツジムシヨ.ガイコクホウキヨウドウジギヨウ","",""
"69","2025/10/31","買掛金","本多秀一","","","対象外","","243294","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","243294","出金 ホンダ シユウイチ","",""
"70","2025/10/31","支払手数料","","","","課税仕入 10%","","440","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","440","出金 フリコミテスウリヨウ","",""
"71","2025/10/31","買掛金","早坂美里","","","対象外","","53874","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","53874","出金 ハヤサカ ミサト","",""
"72","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"73","2025/10/31","買掛金","宮崎滉己","","","対象外","","215496","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","215496","出金 ミヤザキ コウキ","",""
"74","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"75","2025/10/31","買掛金","Fan Studio/ワンヤートウン","","","対象外","","18183","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","18183","出金 ワン ヤ-トウン","",""
"76","2025/10/31","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"77","2025/10/31","買掛金","その他（未）","","","対象外","","45320","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","45320","出金 カ)ル-トロクジユウヨン　　※突合済","",""
"78","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"79","2025/10/31","買掛金","布間脩一郎","","","対象外","","119748","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","119748","出金 フマ ユウイチロウ","",""
"80","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"81","2025/10/31","買掛金","小倉孝介","","","対象外","","105093","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","105093","出金 オグラ コウスケ","",""
"82","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"83","2025/10/31","買掛金","PENTOLA/ﾖｼｵｶﾕｳ","","","対象外","","224116","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","224116","出金 ヨシオカ ユウ","",""
"84","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"85","2025/10/31","買掛金","石塚昌平","","","対象外","","259255","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","259255","出金 イシヅカ シヨウヘイ","",""
"86","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"87","2025/10/31","買掛金","出口衛","","","対象外","","259255","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","259255","出金 デグチ マモル","",""
"88","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"89","2025/10/31","買掛金","その他（未）","","","対象外","","127732","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","127732","出金 トウガネ タケル　新桜前期8-9月分　突合済み","",""
"90","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"91","2025/10/31","買掛金","浅香太平","","","対象外","","100582","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","100582","出金 アサカ タイヘイ","",""
"92","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"93","2025/10/31","買掛金","玉利泰人","","","対象外","","224830","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","224830","出金 タマリ ヒロト","",""
"94","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"95","2025/10/31","買掛金","上野慶太","","","対象外","","247313","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","247313","出金 ウエノ ケイタ","",""
"96","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"97","2025/10/31","買掛金","今井海斗","","","対象外","","230747","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","230747","出金 イマイ カイト","",""
"98","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"99","2025/10/31","買掛金","Curip㈱","","","対象外","","1100000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","1100000","出金 クリツプ(カ","",""
"100","2025/10/31","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"101","2025/10/31","未払金","その他","","","対象外","","11880","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","11880","出金 ベンゴシドツトコム (カ","",""
"102","2025/10/31","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"103","2025/10/31","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","380160","売掛金","綿半パートナーズ㈱","","","対象外","","380160","振込入金 ワタハンパ-トナ-ズ.カ","確認",""
"104","2025/10/31","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","114170","売掛金","㈱テシード","","","対象外","","114170","振込入金 カ)テシ-ド","",""
"109","2025/10/31","売掛金","その他(済)","","","対象外","","1658399","売上高","","","","課税売上 10%","","1658399","No.187 国立大学法人　東海国立大学機構・【10月】婦人科系がんに関するリアルワールドデータの蓄積・活用等の社会実装に向けた伴走支援","",""
"308","2025/10/31","通信費","","","","課税仕入 10%","","23305","未払金","AMEXカード","","","対象外","","23305","ALGOLIA 2U2511740093","",""
"309","2025/10/31","会議費","","","","課税仕入 10%","","8240","未払金","AMEXカード","","","対象外","","8240","虎の門 本店 栃木県 宇都宮市","",""
"310","2025/10/31","通信費","","","","課税仕入 10%","","9884","未払金","AMEXカード","","","対象外","","9884","ドコモご利用料金","",""
"356","2025/10/31","売掛金","InnoJin㈱","","","対象外","","1461504","売上高","","","","課税売上 10%","","1461504","No.188 InnoJin株式会社・【2025年10月分】眼科用デジタル治療プラットフォームの運用保守にかかる業務","",""
"357","2025/10/31","売掛金","㈱ショクリュー","","","対象外","","69281","売上高","","","","課税売上 10%","","69281","No.189 株式会社ショクリュー","",""
